study,name,title,author,year,abstract,cite,type,studies,url,doi
soep-is,9961,Experimental and Survey Evidence on the Development of Preferences and Skills (dissertation),Elisabeth Bügelmayer,2016,"The focus of this research is on decisions related to human capital formation and preferences crucial for social interaction. These decisions are analyzed at different stages of the life-cycle, starting with other-regarding preferences in preschoolers, followed by skill formation in adolescents and preferences for honesty in adults. Answering the questions on skill formation and human capital accumulation was possible by exploiting the full potential the data provided, that is by combining different data types as well as making use of the data structure and analyzing paradata from the data collection process. Thus, this dissertation contributes to the literature by combining survey data, experimental data and paradata to analyze factors that influence individual decision-making. An important aspect this thesis focuses on are environmental factors that influence decision-making. These include family or community factors or situational factors in an experiment. Spite and cognitive skills in preschoolers: Other-regarding preferences in adults have been examined in depth in the literature. Research has shown that spiteful preferences play a crucial role in the development of human large-scale cooperation. However, there is little evidence of the factors explaining spiteful behavior in children. We investigate the relationship between children’s cognitive skills and spiteful behavior in a sample of 214 preschoolers aged 5-6 and their mothers. Here, other-regarding behavior in children is elicited through four simple allocation decisions. A key advantage of our study is that we have information about children’s cognitive and non-cognitive skills as well as maternal and household characteristics. We find that higher cognitive skills are associated with more spiteful behavior in children. This relationship is even more pronounced among boys. Moreover, we find further gender differences that depend on the measure of cognitive skills and the degree of spite displayed. Is it the family or the neighborhood? Evidence from sibling and neighbor correlations in youth education and health: In this paper we present sibling and neighbor correlations in school grades and cognitive skills as well as indicators of physical and mental health for a sample of German adolescents. In a first step, we estimate sibling correlations and find substantial influence of shared family and community background on all outcomes. To further disentangle the influence of family background and neighborhood, we estimate neighbor correlations. Our results show that for all outcomes, estimated neighbor correlations are clearly lower than estimated sibling correlations. However, especially for cognitive skills and mental health, neighbor correlations are still substantial in relation to sibling correlations. Thus, compared to existing results from other countries, the influence of the neighborhood is not negligible in Germany for these outcomes. Who lies and to whom? Experimental evidence on cheating in a household survey context: In this paper, I evaluate a cheating experiment implemented in the German Socio-Economic Panel (SOEP) Study. My results show no relationship between cheating and socio-economic characteristics, personality traits, or economic preference parameters, except between cheating and education. I also study a high- and a low-stakes treatment to test the robustness of cheating in the face of increased gains. The results indicate that people cheat more when potential gains from doing so are greater, but that education appears to be a mediating factor. Further, I carry out a closer analysis of the decision-making situation focusing on the relationship between interviewer characteristics and the probability of cheating. This analysis provides the novel result that some interviewer characteristics—such as gender—significantly increase the probability of cheating.","Elisabeth Bügelmayer. 2016: Experimental and Survey Evidence on the Development of Preferences and Skills (dissertation). Berlin: Freie Universität Berlin, Fachbereich Wirtschaftswissenschaft",42 Dissertation,"SOEP, SOEP-IS , SOEP-Core",http://www.diss.fu-berlin.de/diss/servlets/MCRFileNodeServlet/FUDISS_derivate_000000019487/Diss_online.pdf,
soep-is,10040,SOEP-IS 2014.1—BIOAGE: Variables from the Modules of Questions on Children,SOEP Group,2017,,SOEP Group. 2017: SOEP-IS 2014.1—BIOAGE: Variables from the Modules of Questions on Children. SOEP Survey Papers 406: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152301,
soep-is,10072,SOEP-IS 2014—BIO: Variables from the Life Course Question Module,SOEP-IS Group,2016,,SOEP-IS Group. 2016: SOEP-IS 2014—BIO: Variables from the Life Course Question Module. SOEP Survey Papers 314: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152308,
soep-is,10073,SOEP-IS 2014—IDRM: Person-related Data from Innovative DRM Module,SOEP-IS Group,2016,,SOEP-IS Group. 2016: SOEP-IS 2014—IDRM: Person-related Data from Innovative DRM Module. SOEP Survey Papers 315: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152309,
soep-is,10074,SOEP-IS 2014—BIOBIRTH: Birth Biography of Female and Male Respondents,SOEP-IS Group,2016,,SOEP-IS Group. 2016: SOEP-IS 2014—BIOBIRTH: Birth Biography of Female and Male Respondents. SOEP Survey Papers 316: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152310,
soep-is,10075,SOEP-IS 2014—BIOPAREN: Biography Information on the Parents,SOEP-IS Group,2016,,SOEP-IS Group. 2016: SOEP-IS 2014—BIOPAREN: Biography Information on the Parents. SOEP Survey Papers 317: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152311,
soep-is,10076,SOEP-IS 2014—COGNIT: Cognitive Achievement Potentials,SOEP-IS Group,2016,,SOEP-IS Group. 2016: SOEP-IS 2014—COGNIT: Cognitive Achievement Potentials. SOEP Survey Papers 318: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152312,
soep-is,10077,SOEP-IS 2014—H: Variables from the Household Question Module,SOEP-IS Group,2016,,SOEP-IS Group. 2016: SOEP-IS 2014—H: Variables from the Household Question Module. SOEP Survey Papers 319: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152313,
soep-is,10078,SOEP-IS 2014—HBRUTTO: Household-related Gross File,SOEP-IS Group,2016,,SOEP-IS Group. 2016: SOEP-IS 2014—HBRUTTO: Household-related Gross File. SOEP Survey Papers 320: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152314,
soep-is,10079,SOEP-IS 2014—HGEN: Household-related Status and Generated Variables,SOEP Group,2016,,SOEP Group. 2016: SOEP-IS 2014—HGEN: Household-related Status and Generated Variables. SOEP Survey Papers 321: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152315,
soep-is,10081,SOEP-IS 2014—INNO: Variables from the Innovation Modules,SOEP Group,2016,,SOEP Group. 2016: SOEP-IS 2014—INNO: Variables from the Innovation Modules. SOEP Survey Papers 323: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152316,
soep-is,10082,SOEP-IS 2014—KID: Pooled Dataset on Children,SOEP Group,2016,,SOEP Group. 2016: SOEP-IS 2014—KID: Pooled Dataset on Children. SOEP Survey Papers 324: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152317,
soep-is,10083,SOEP-IS 2014—P: Variables from the Individual Question Module,SOEP Group,2016,,SOEP Group. 2016: SOEP-IS 2014—P: Variables from the Individual Question Module. SOEP Survey Papers 325: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152318,
soep-is,10084,SOEP-IS 2014—PBRUTTO: Person-related Gross File,SOEP Group,2016,,SOEP Group. 2016: SOEP-IS 2014—PBRUTTO: Person-related Gross File. SOEP Survey Papers 326: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152319,
soep-is,10085,SOEP-IS 2014—PGEN: Person-related Status and Generated Variables,SOEP Group,2016,,SOEP Group. 2016: SOEP-IS 2014—PGEN: Person-related Status and Generated Variables. SOEP Survey Papers 327: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152320,
soep-is,10086,SOEP-IS 2014—PPFAD: Person-related Meta-dataset,SOEP Group,2016,,SOEP Group. 2016: SOEP-IS 2014—PPFAD: Person-related Meta-dataset. SOEP Survey Papers 328: Series D - Variable Description and Coding. Berlin: DIW Berlin,35 Other DIW Publication,soep.is,http://hdl.handle.net/10419/152321,
soep-is,10141,Measuring Attitudes Toward Distributive Justice: The Basic Social Justice Orientations Scale,"Sebastian Hülle, Stefan Liebig, Meike Janina May",2018,"Previous research on social inequalities relied primarily on objective indicators. According to recent studies, however, subjective indicators that reflect a person’s perceptions and evaluations of inequalities are also relevant. Such evaluations depend on an individual’s normative orientation, so respective attitudes toward distributive justice need to be accounted for appropriately. This article introduces a short scale for measuring such order-related justice attitudes. The introduced Basic Social Justice Orientations (BSJO) scale comprises current insights into the empirical justice research and measures individuals’ attitudes toward the following four basic distributive principles: equality, need, equity, and entitlement. The BSJO scale has four dimensions that measure support for these four justice principles on the basis of eight items. We assess the quality of the scale using data from three general population surveys conducted in Germany: the first wave of the panel “Legitimation of Inequality Over the Life Span” (LINOS-1), the Innovation Sample of the Socio-Economic Panel (SOEP-IS 2012), and the German General Social Survey (ALLBUS 2014). The scale was found to be a valid instrument that can be used to measure order-related justice attitudes toward distributive justice. The BSJO scale is a short and therefore time-efficient instrument that can be implemented in general population surveys.","Sebastian Hülle, Stefan Liebig, Meike Janina May. 2018: Measuring Attitudes Toward Distributive Justice: The Basic Social Justice Orientations Scale. Social Indicators Research 136 (2), 663-692",02 SSCI Journal,"SOEP-IS, LINOS-1, ALLBUS 2014",,10.1007/s11205-017-1580-x
soep-is,10177,Ökologisch nachhaltiger Konsum und ungleiche Teilhabe (21. Kapitel),"Ortrud Leßmann, Torsten Masson",2017,,"Ortrud Leßmann, Torsten Masson. 2017: Ökologisch nachhaltiger Konsum und ungleiche Teilhabe (21. Kapitel), in Forschungsverbund Sozioökonomische Berichterstattung (ed^.), Berichterstattung zur sozioökonomischen Entwicklung in Deutschland. Exklusive Teilhabe – ungenutzte Chancen. Dritter Bericht. Bielefeld: W. Bertelsmann Verlag.",20 Book Section,SOEP-IS,http://www.soeb.de/fileadmin/redaktion/downloads/soeb_3_Berichtskapitel/Kapitel_20.pdf,10.3278/6004498w021
soep-is,10231,Seasonal variation in sports participation,"Ute Schüttoff, Tim Pawlowski",2018,"This study explores indicators describing socio-demographics, sports participation characteristics and motives which are associated with variation in sports participation across seasons. Data were drawn from the German Socio-Economic Panel which contains detailed information on the sports behaviour of adults in Germany. Overall, two different measures of seasonal variation are developed and used as dependent variables in our regression models. The first variable measures the coefficient of (seasonal) variation in sport-related energy expenditure per week. The second variable measures whether activity drops below the threshold as defined by the World Health Organization (WHO). Results suggest that the organisational setting, the intensity and number of sports practised, and the motive for participation are strongly correlated with the variation measures used. For example, both, participation in a sports club and a commercial facility, are associated with reduced seasonal variation and a significantly higher probability of participating at a volume above the WHO threshold across all seasons. These findings give some impetus for policymaking and the planning of sports programmes as well as future research directions.","Ute Schüttoff, Tim Pawlowski. 2018: Seasonal variation in sports participation. Journal of Sports Sciences 36 (4), 469-475",01 SCI Journal,SOEP-IS,,10.1080/02640414.2017.1316864
